,time,open,high,low,close,tick_volume,spread,real_volume
987,2023-08-18 16:00:00,1.08556,1.08815,1.08531,1.08732,27116,0,0
988,2023-08-18 20:00:00,1.08732,1.08814,1.08677,1.08696,10258,0,0
989,2023-08-21 00:00:00,1.08671,1.08842,1.08634,1.08798,2198,0,0
990,2023-08-21 04:00:00,1.08798,1.08837,1.08691,1.08812,4934,0,0
991,2023-08-21 08:00:00,1.08813,1.08899,1.08724,1.0886,16133,0,0
992,2023-08-21 12:00:00,1.0886,1.09137,1.08857,1.08985,19952,0,0
993,2023-08-21 16:00:00,1.08985,1.09044,1.08754,1.09017,25250,0,0
994,2023-08-21 20:00:00,1.09017,1.09035,1.08927,1.08949,7164,0,0
995,2023-08-22 00:00:00,1.08949,1.09015,1.08864,1.09003,2155,0,0
996,2023-08-22 04:00:00,1.09004,1.0917,1.08979,1.09089,4547,0,0
997,2023-08-22 08:00:00,1.0909,1.09305,1.09047,1.091,14434,0,0
998,2023-08-22 12:00:00,1.091,1.09124,1.08646,1.08661,18813,0,0
999,2023-08-22 16:00:00,1.08661,1.08713,1.08329,1.08494,28467,0,0
1000,2023-08-22 20:00:00,1.08494,1.08554,1.08435,1.08452,6700,0,0
1001,2023-08-23 00:00:00,1.08448,1.08534,1.08398,1.0847,1988,0,0
1002,2023-08-23 04:00:00,1.0847,1.08607,1.08446,1.08607,5260,0,0
1003,2023-08-23 08:00:00,1.08607,1.08715,1.08115,1.08192,24763,0,0
1004,2023-08-23 12:00:00,1.08193,1.08205,1.08026,1.08043,13909,0,0
1005,2023-08-23 16:00:00,1.08043,1.08683,1.08035,1.0863,25468,0,0
1006,2023-08-23 20:00:00,1.0863,1.08701,1.08559,1.08627,6865,0,0
1007,2023-08-24 00:00:00,1.08631,1.0875,1.08589,1.08697,4269,0,0
1008,2023-08-24 04:00:00,1.08697,1.0871,1.08585,1.08695,4114,0,0
1009,2023-08-24 08:00:00,1.08694,1.08767,1.08522,1.08621,11000,0,0
1010,2023-08-24 12:00:00,1.08621,1.08636,1.08142,1.08209,14312,0,0
1011,2023-08-24 16:00:00,1.0821,1.08488,1.0818,1.08213,20877,0,0
1012,2023-08-24 20:00:00,1.08213,1.0824,1.0805,1.08096,6099,0,0
1013,2023-08-25 00:00:00,1.08086,1.0815,1.07923,1.07941,3545,0,0
1014,2023-08-25 04:00:00,1.07942,1.0795,1.07765,1.07823,4761,0,0
1015,2023-08-25 08:00:00,1.07822,1.07921,1.07661,1.07865,13106,0,0
1016,2023-08-25 12:00:00,1.07864,1.08174,1.0784799999999999,1.08129,11525,0,0
1017,2023-08-25 16:00:00,1.08129,1.0842,1.07656,1.07964,45189,0,0
1018,2023-08-25 20:00:00,1.07964,1.0812599999999999,1.0790899999999999,1.07944,7965,0,0
1019,2023-08-28 00:00:00,1.07958,1.08046,1.07928,1.08022,3008,0,0
1020,2023-08-28 04:00:00,1.08022,1.08112,1.08014,1.08077,3904,0,0
1021,2023-08-28 08:00:00,1.08077,1.08209,1.07994,1.08006,8480,0,0
1022,2023-08-28 12:00:00,1.08006,1.08223,1.08002,1.08103,12551,0,0
1023,2023-08-28 16:00:00,1.08104,1.08142,1.0799,1.08076,18573,0,0
1024,2023-08-28 20:00:00,1.08076,1.08201,1.08039,1.08182,5911,0,0
1025,2023-08-29 00:00:00,1.08186,1.08313,1.08092,1.08233,3278,0,0
1026,2023-08-29 04:00:00,1.08234,1.08383,1.0823,1.08243,3772,0,0
1027,2023-08-29 08:00:00,1.08244,1.08298,1.08081,1.08103,10627,0,0
1028,2023-08-29 12:00:00,1.08102,1.08163,1.07862,1.07924,13988,0,0
1029,2023-08-29 16:00:00,1.07923,1.08642,1.07822,1.08629,38440,0,0
1030,2023-08-29 20:00:00,1.08629,1.0892,1.08606,1.08793,10204,0,0
1031,2023-08-30 00:00:00,1.08796,1.0884800000000001,1.08668,1.08698,3869,0,0
1032,2023-08-30 04:00:00,1.08698,1.08722,1.08606,1.08606,5179,0,0
1033,2023-08-30 08:00:00,1.08606,1.08769,1.08551,1.08673,13553,0,0
1034,2023-08-30 12:00:00,1.0867499999999999,1.0925799999999999,1.08661,1.09212,23847,0,0
1035,2023-08-30 16:00:00,1.09212,1.09455,1.09132,1.09259,31035,0,0
1036,2023-08-30 20:00:00,1.09259,1.09329,1.09166,1.09227,7561,0,0
1037,2023-08-31 00:00:00,1.09228,1.09339,1.09173,1.09331,2463,0,0
1038,2023-08-31 04:00:00,1.09329,1.09394,1.09181,1.09187,3646,0,0
1039,2023-08-31 08:00:00,1.09187,1.09243,1.08772,1.08779,17674,0,0
1040,2023-08-31 12:00:00,1.08779,1.08851,1.08575,1.08744,25671,0,0
1041,2023-08-31 16:00:00,1.08744,1.08748,1.08353,1.0838700000000001,29469,0,0
1042,2023-08-31 20:00:00,1.08389,1.08541,1.08364,1.08427,9472,0,0
1043,2023-09-01 00:00:00,1.08428,1.08451,1.0835,1.08378,3115,0,0
1044,2023-09-01 04:00:00,1.08378,1.08541,1.08376,1.08466,4942,0,0
1045,2023-09-01 08:00:00,1.08467,1.08597,1.08286,1.08486,15745,0,0
1046,2023-09-01 12:00:00,1.08486,1.08818,1.08324,1.08638,23750,0,0
1047,2023-09-01 16:00:00,1.08638,1.08814,1.07801,1.07839,49221,0,0
1048,2023-09-01 20:00:00,1.0784,1.07892,1.07715,1.07728,7221,0,0
1049,2023-09-04 00:00:00,1.07738,1.07806,1.07712,1.0778699999999999,2502,0,0
1050,2023-09-04 04:00:00,1.07786,1.07872,1.07748,1.07867,3524,0,0
1051,2023-09-04 08:00:00,1.07869,1.0807,1.07837,1.07978,11466,0,0
1052,2023-09-04 12:00:00,1.07979,1.08089,1.07925,1.07975,9743,0,0
1053,2023-09-04 16:00:00,1.07975,1.08055,1.07834,1.0794,7584,0,0
1054,2023-09-04 20:00:00,1.0794,1.0796999999999999,1.07925,1.07934,1136,0,0
1055,2023-09-05 00:00:00,1.07961,1.07977,1.07856,1.07928,1692,0,0
1056,2023-09-05 04:00:00,1.0793,1.07983,1.07806,1.07922,3985,0,0
1057,2023-09-05 08:00:00,1.07923,1.07935,1.07419,1.07483,21097,0,0
1058,2023-09-05 12:00:00,1.07483,1.07571,1.07166,1.07441,21084,0,0
1059,2023-09-05 16:00:00,1.07442,1.07489,1.07062,1.07296,31537,0,0
1060,2023-09-05 20:00:00,1.07297,1.07315,1.07187,1.07209,5971,0,0
1061,2023-09-06 00:00:00,1.0722,1.07278,1.07151,1.07192,2808,0,0
1062,2023-09-06 04:00:00,1.07192,1.07361,1.07132,1.07359,4584,0,0
1063,2023-09-06 08:00:00,1.07359,1.07479,1.07232,1.07341,18699,0,0
1064,2023-09-06 12:00:00,1.07341,1.07489,1.07247,1.0737,15694,0,0
1065,2023-09-06 16:00:00,1.07369,1.07403,1.07024,1.0721,34491,0,0
1066,2023-09-06 20:00:00,1.0721,1.07296,1.07202,1.07268,7125,0,0
1067,2023-09-07 00:00:00,1.07233,1.07276,1.07189,1.07222,2058,0,0
1068,2023-09-07 04:00:00,1.07222,1.07318,1.0718,1.0719400000000001,3321,0,0
1069,2023-09-07 08:00:00,1.07193,1.07257,1.07077,1.07105,15327,0,0
1070,2023-09-07 12:00:00,1.07105,1.07179,1.06861,1.06934,19208,0,0
1071,2023-09-07 16:00:00,1.06932,1.07101,1.06864,1.07041,25688,0,0
1072,2023-09-07 20:00:00,1.07041,1.07096,1.06938,1.06948,7181,0,0
1073,2023-09-08 00:00:00,1.06965,1.0715,1.06924,1.07142,2820,0,0
1074,2023-09-08 04:00:00,1.07142,1.07233,1.07046,1.07135,4462,0,0
1075,2023-09-08 08:00:00,1.07135,1.07283,1.07077,1.07119,14825,0,0
1076,2023-09-08 12:00:00,1.07119,1.07137,1.06942,1.07025,16321,0,0
1077,2023-09-08 16:00:00,1.07025,1.0743800000000001,1.06996,1.07045,24151,0,0
1078,2023-09-08 20:00:00,1.07045,1.07108,1.06972,1.06993,6959,0,0
1079,2023-09-11 00:00:00,1.07147,1.0721,1.0698,1.0713300000000001,3967,0,0
1080,2023-09-11 04:00:00,1.07131,1.0737700000000001,1.07101,1.07356,5300,0,0
1081,2023-09-11 08:00:00,1.07356,1.07414,1.07224,1.07286,14309,0,0
1082,2023-09-11 12:00:00,1.07285,1.07344,1.07155,1.07276,14566,0,0
1083,2023-09-11 16:00:00,1.07275,1.07594,1.07224,1.07512,21336,0,0
1084,2023-09-11 20:00:00,1.07512,1.07524,1.07443,1.075,6358,0,0
1085,2023-09-12 00:00:00,1.07427,1.07522,1.07356,1.07439,1903,0,0
1086,2023-09-12 04:00:00,1.07439,1.07688,1.07373,1.07391,5213,0,0
1087,2023-09-12 08:00:00,1.07391,1.07409,1.07122,1.07146,12954,0,0
1088,2023-09-12 12:00:00,1.07145,1.07261,1.07058,1.07073,14357,0,0
1089,2023-09-12 16:00:00,1.07073,1.07376,1.07055,1.07233,17718,0,0
1090,2023-09-12 20:00:00,1.07232,1.07647,1.07232,1.07529,8892,0,0
1091,2023-09-13 00:00:00,1.07538,1.07641,1.07485,1.0759,3001,0,0
1092,2023-09-13 04:00:00,1.0759,1.07647,1.07444,1.07524,3821,0,0
1093,2023-09-13 08:00:00,1.07524,1.07547,1.07312,1.07352,14557,0,0
1094,2023-09-13 12:00:00,1.07352,1.07618,1.07107,1.07479,26402,0,0
1095,2023-09-13 16:00:00,1.07479,1.0756000000000001,1.07272,1.07408,30985,0,0
1096,2023-09-13 20:00:00,1.07407,1.07492,1.0728,1.07283,8423,0,0
1097,2023-09-14 00:00:00,1.07281,1.0742,1.07269,1.07396,2391,0,0
1098,2023-09-14 04:00:00,1.07398,1.07489,1.07317,1.07472,4768,0,0
1099,2023-09-14 08:00:00,1.07472,1.07522,1.07322,1.0734,11543,0,0
1100,2023-09-14 12:00:00,1.0734,1.07473,1.0655000000000001,1.06767,30913,0,0
1101,2023-09-14 16:00:00,1.06769,1.06973,1.0645,1.06486,41559,0,0
1102,2023-09-14 20:00:00,1.06485,1.06509,1.06319,1.0642,9199,0,0
1103,2023-09-15 00:00:00,1.06426,1.06437,1.06314,1.06423,2711,0,0
1104,2023-09-15 04:00:00,1.06423,1.06536,1.06332,1.06535,4866,0,0
1105,2023-09-15 08:00:00,1.06535,1.06689,1.0648900000000001,1.06658,14579,0,0
1106,2023-09-15 12:00:00,1.06657,1.06693,1.06452,1.06505,14451,0,0
1107,2023-09-15 16:00:00,1.06506,1.06879,1.06498,1.06724,29426,0,0
1108,2023-09-15 20:00:00,1.06724,1.06765,1.06568,1.06591,6789,0,0
1109,2023-09-18 00:00:00,1.06587,1.06719,1.06577,1.06715,2038,0,0
1110,2023-09-18 04:00:00,1.06715,1.06738,1.0661100000000001,1.06688,2979,0,0
1111,2023-09-18 08:00:00,1.06688,1.06778,1.06564,1.0664,11004,0,0
1112,2023-09-18 12:00:00,1.0664,1.06749,1.06561,1.06569,13317,0,0
1113,2023-09-18 16:00:00,1.0657,1.06989,1.06546,1.06922,18525,0,0
1114,2023-09-18 20:00:00,1.06922,1.06981,1.0678,1.06907,6053,0,0
1115,2023-09-19 00:00:00,1.06913,1.06965,1.06691,1.06884,2110,0,0
1116,2023-09-19 04:00:00,1.06885,1.06895,1.0679,1.06798,2491,0,0
1117,2023-09-19 08:00:00,1.06798,1.06954,1.06752,1.06864,11816,0,0
1118,2023-09-19 12:00:00,1.06861,1.07181,1.06822,1.06998,15344,0,0
1119,2023-09-19 16:00:00,1.06998,1.07015,1.06784,1.06848,19217,0,0
1120,2023-09-19 20:00:00,1.06848,1.06918,1.06762,1.0679,6965,0,0
1121,2023-09-20 00:00:00,1.06775,1.0686,1.06755,1.06848,1980,0,0
1122,2023-09-20 04:00:00,1.0685,1.06897,1.06778,1.06786,2644,0,0
1123,2023-09-20 08:00:00,1.06786,1.0697,1.06729,1.06963,13906,0,0
1124,2023-09-20 12:00:00,1.06963,1.0705,1.06922,1.06981,10838,0,0
1125,2023-09-20 16:00:00,1.0698,1.0737,1.06972,1.07353,18844,0,0
1126,2023-09-20 20:00:00,1.07353,1.07355,1.06501,1.06608,32054,0,0
1127,2023-09-21 00:00:00,1.06597,1.06639,1.06298,1.0631,3965,0,0
1128,2023-09-21 04:00:00,1.06309,1.06413,1.06164,1.06371,6555,0,0
1129,2023-09-21 08:00:00,1.06372,1.06639,1.06328,1.06556,17364,0,0
1130,2023-09-21 12:00:00,1.06556,1.06647,1.06248,1.06421,24145,0,0
1131,2023-09-21 16:00:00,1.06421,1.06736,1.06378,1.06557,28233,0,0
1132,2023-09-21 20:00:00,1.06557,1.0671,1.06556,1.06604,9725,0,0
1133,2023-09-22 00:00:00,1.0658,1.06637,1.06476,1.06575,2680,0,0
1134,2023-09-22 04:00:00,1.06575,1.06575,1.06409,1.06548,5162,0,0
1135,2023-09-22 08:00:00,1.06548,1.0668,1.06149,1.06464,19971,0,0
1136,2023-09-22 12:00:00,1.06464,1.06607,1.06338,1.06557,8224,0,0
1137,2023-09-22 16:00:00,1.06557,1.06718,1.06418,1.06556,11522,0,0
1138,2023-09-22 20:00:00,1.06555,1.06615,1.06391,1.0642800000000001,4010,0,0
1139,2023-09-25 00:00:00,1.06498,1.06552,1.0642,1.06546,2266,0,0
1140,2023-09-25 04:00:00,1.06546,1.06548,1.06429,1.0648900000000001,2465,0,0
1141,2023-09-25 08:00:00,1.0649,1.0653,1.0624,1.06258,8078,0,0
1142,2023-09-25 12:00:00,1.06257,1.06436,1.06192,1.06219,7194,0,0
1143,2023-09-25 16:00:00,1.06219,1.06243,1.05753,1.0588899999999999,12385,0,0
1144,2023-09-25 20:00:00,1.0588899999999999,1.05988,1.05854,1.05919,3314,0,0
1145,2023-09-26 00:00:00,1.05928,1.05963,1.05805,1.05842,2786,0,0
1146,2023-09-26 04:00:00,1.05841,1.05929,1.05781,1.05926,3077,0,0
1147,2023-09-26 08:00:00,1.05926,1.06,1.057,1.05959,8667,0,0
1148,2023-09-26 12:00:00,1.0596,1.06091,1.05895,1.06058,7775,0,0
1149,2023-09-26 16:00:00,1.06058,1.06065,1.05674,1.05692,12413,0,0
1150,2023-09-26 20:00:00,1.0569,1.05761,1.05618,1.05719,3819,0,0
1151,2023-09-27 00:00:00,1.05682,1.05738,1.05558,1.05596,2499,0,0
1152,2023-09-27 04:00:00,1.05597,1.05698,1.05572,1.056,3745,0,0
1153,2023-09-27 08:00:00,1.056,1.0574,1.05547,1.05598,6865,0,0
1154,2023-09-27 12:00:00,1.05599,1.05636,1.05342,1.05468,9589,0,0
1155,2023-09-27 16:00:00,1.05467,1.05488,1.05005,1.05031,16216,0,0
1156,2023-09-27 20:00:00,1.05028,1.05186,1.04881,1.05015,8865,0,0
1157,2023-09-28 00:00:00,1.05009,1.05152,1.04932,1.0515,2408,0,0
1158,2023-09-28 04:00:00,1.05149,1.0516,1.04966,1.05041,3568,0,0
1159,2023-09-28 08:00:00,1.05044,1.05242,1.04909,1.05167,10814,0,0
1160,2023-09-28 12:00:00,1.0517,1.05574,1.05152,1.05183,15460,0,0
1161,2023-09-28 16:00:00,1.05182,1.0579,1.05179,1.0558,20143,0,0
1162,2023-09-28 20:00:00,1.05579,1.05672,1.05499,1.0564,6331,0,0
1163,2023-09-29 00:00:00,1.05646,1.05675,1.05544,1.05639,2006,0,0
1164,2023-09-29 04:00:00,1.05639,1.05826,1.05619,1.05802,2795,0,0
1165,2023-09-29 08:00:00,1.05802,1.06167,1.0574,1.06094,10939,0,0
1166,2023-09-29 12:00:00,1.0609,1.0617,1.05882,1.06,13598,0,0
1167,2023-09-29 16:00:00,1.05998,1.06074,1.057,1.05777,20839,0,0
1168,2023-09-29 20:00:00,1.05776,1.05799,1.05641,1.05735,7512,0,0
1169,2023-10-02 00:00:00,1.05651,1.05715,1.05574,1.05641,3448,0,0
1170,2023-10-02 04:00:00,1.05641,1.05713,1.0564,1.05688,2066,0,0
1171,2023-10-02 08:00:00,1.05687,1.05917,1.056,1.0562,9631,0,0
1172,2023-10-02 12:00:00,1.05619,1.05627,1.0525,1.05296,10865,0,0
1173,2023-10-02 16:00:00,1.05295,1.05326,1.04884,1.04892,20085,0,0
1174,2023-10-02 20:00:00,1.04892,1.05052,1.04768,1.04768,5928,0,0
1175,2023-10-03 00:00:00,1.0477,1.04826,1.0464,1.04724,3199,0,0
1176,2023-10-03 04:00:00,1.0472,1.04748,1.04599,1.04633,4150,0,0
1177,2023-10-03 08:00:00,1.04633,1.04934,1.04609,1.04853,9860,0,0
1178,2023-10-03 12:00:00,1.04851,1.0491,1.04622,1.04661,11326,0,0
1179,2023-10-03 16:00:00,1.04661,1.04855,1.0448,1.04624,32280,0,0
1180,2023-10-03 20:00:00,1.04624,1.04797,1.04597,1.04655,7520,0,0
1181,2023-10-04 00:00:00,1.04665,1.04755,1.04518,1.04714,2430,0,0
1182,2023-10-04 04:00:00,1.04714,1.04719,1.04572,1.04699,4113,0,0
1183,2023-10-04 08:00:00,1.04701,1.04888,1.04514,1.04861,9592,0,0
1184,2023-10-04 12:00:00,1.04862,1.05323,1.04848,1.05254,15543,0,0
1185,2023-10-04 16:00:00,1.05254,1.0526,1.04831,1.05124,20038,0,0
1186,2023-10-04 20:00:00,1.05122,1.05195,1.04977,1.05037,6064,0,0
1187,2023-10-05 00:00:00,1.05061,1.05219,1.05005,1.05202,2398,0,0
1188,2023-10-05 04:00:00,1.0520100000000001,1.05289,1.0520100000000001,1.05207,4210,0,0
1189,2023-10-05 08:00:00,1.05208,1.05261,1.05014,1.05043,11494,0,0
1190,2023-10-05 12:00:00,1.05043,1.05298,1.05002,1.05148,18147,0,0
1191,2023-10-05 16:00:00,1.05148,1.05401,1.0507900000000001,1.05359,32630,0,0
1192,2023-10-05 20:00:00,1.05359,1.05517,1.05291,1.05489,10169,0,0
1193,2023-10-06 00:00:00,1.05399,1.05507,1.05379,1.05417,3897,0,0
1194,2023-10-06 04:00:00,1.05417,1.05473,1.05383,1.05406,5682,0,0
1195,2023-10-06 08:00:00,1.05404,1.05533,1.05315,1.05483,12730,0,0
1196,2023-10-06 12:00:00,1.05483,1.05686,1.04822,1.04965,24167,0,0
1197,2023-10-06 16:00:00,1.04963,1.06002,1.04884,1.05791,39457,0,0
1198,2023-10-06 20:00:00,1.05792,1.05998,1.05773,1.05852,6777,0,0
1199,2023-10-09 00:00:00,1.05491,1.05744,1.05487,1.05735,8019,0,0
1200,2023-10-09 04:00:00,1.05735,1.05741,1.05479,1.05502,6570,0,0
1201,2023-10-09 08:00:00,1.05502,1.05587,1.05196,1.05417,17069,0,0
1202,2023-10-09 12:00:00,1.05417,1.05453,1.05224,1.05332,14931,0,0
1203,2023-10-09 16:00:00,1.05332,1.05577,1.05327,1.05356,25108,0,0
1204,2023-10-09 20:00:00,1.05356,1.05722,1.05352,1.05657,6481,0,0
1205,2023-10-10 00:00:00,1.05605,1.05836,1.05558,1.05727,6349,0,0
1206,2023-10-10 04:00:00,1.05727,1.05807,1.05606,1.05616,8496,0,0
1207,2023-10-10 08:00:00,1.05616,1.06097,1.05545,1.06045,21790,0,0
1208,2023-10-10 12:00:00,1.06043,1.06112,1.05719,1.05935,21545,0,0
1209,2023-10-10 16:00:00,1.05932,1.06199,1.05848,1.06172,20539,0,0
1210,2023-10-10 20:00:00,1.06172,1.06186,1.05923,1.06052,10493,0,0
1211,2023-10-11 00:00:00,1.05952,1.06143,1.05942,1.06106,3709,0,0
1212,2023-10-11 04:00:00,1.06106,1.06123,1.06012,1.06029,5448,0,0
1213,2023-10-11 08:00:00,1.06029,1.06284,1.05934,1.06086,19778,0,0
1214,2023-10-11 12:00:00,1.06085,1.06148,1.05809,1.06145,23497,0,0
1215,2023-10-11 16:00:00,1.06145,1.06348,1.05995,1.06073,26299,0,0
1216,2023-10-11 20:00:00,1.06073,1.06202,1.0585,1.06182,11318,0,0
1217,2023-10-12 00:00:00,1.06198,1.06278,1.0603,1.06224,4100,0,0
1218,2023-10-12 04:00:00,1.06224,1.06319,1.06202,1.06309,5677,0,0
1219,2023-10-12 08:00:00,1.06309,1.06398,1.06194,1.06265,12560,0,0
1220,2023-10-12 12:00:00,1.06264,1.06279,1.05719,1.05819,22991,0,0
1221,2023-10-12 16:00:00,1.05819,1.05863,1.05445,1.05486,32987,0,0
1222,2023-10-12 20:00:00,1.05486,1.05492,1.05258,1.05272,14163,0,0
1223,2023-10-13 00:00:00,1.0528,1.05395,1.05249,1.05389,4099,0,0
1224,2023-10-13 04:00:00,1.05389,1.05501,1.05375,1.05498,6438,0,0
1225,2023-10-13 08:00:00,1.05499,1.05586,1.05316,1.05539,15988,0,0
1226,2023-10-13 12:00:00,1.05539,1.0555,1.05141,1.05377,20348,0,0
1227,2023-10-13 16:00:00,1.05377,1.05413,1.04954,1.05092,24924,0,0
1228,2023-10-13 20:00:00,1.05092,1.05159,1.05011,1.0507,7222,0,0
1229,2023-10-16 00:00:00,1.05084,1.05251,1.05023,1.05173,5495,0,0
1230,2023-10-16 04:00:00,1.05175,1.05268,1.05175,1.05258,4684,0,0
1231,2023-10-16 08:00:00,1.05259,1.05428,1.05227,1.05406,14486,1,0
1232,2023-10-16 12:00:00,1.05404,1.05459,1.0526,1.05416,14009,1,0
1233,2023-10-16 16:00:00,1.05417,1.05554,1.05255,1.05472,18282,2,0
1234,2023-10-16 20:00:00,1.05472,1.05627,1.05436,1.05592,6492,1,0
1235,2023-10-17 00:00:00,1.05599,1.05618,1.05527,1.05554,4538,1,0
1236,2023-10-17 04:00:00,1.05555,1.05557,1.05454,1.05473,5538,1,0
1237,2023-10-17 08:00:00,1.05473,1.05547,1.05327,1.05356,11976,0,0
1238,2023-10-17 12:00:00,1.05362,1.05791,1.05359,1.05472,19676,1,0
1239,2023-10-17 16:00:00,1.05471,1.05947,1.05397,1.05793,24383,2,0
1240,2023-10-17 20:00:00,1.05794,1.0581,1.05639,1.05769,7410,0,0
1241,2023-10-18 00:00:00,1.05765,1.05771,1.05602,1.05642,4223,2,0
1242,2023-10-18 04:00:00,1.05642,1.05787,1.05612,1.05755,5835,1,0
1243,2023-10-18 08:00:00,1.05755,1.0594,1.05703,1.0582799999999999,13262,1,0
1244,2023-10-18 12:00:00,1.0582799999999999,1.05865,1.05491,1.05568,14498,2,0
1245,2023-10-18 16:00:00,1.05569,1.0564,1.05229,1.05367,21955,2,0
1246,2023-10-18 20:00:00,1.05367,1.05537,1.05315,1.05354,10193,0,0
1247,2023-10-19 00:00:00,1.05363,1.05397,1.05321,1.05387,4162,0,0
1248,2023-10-19 04:00:00,1.05386,1.05418,1.05304,1.05335,6367,0,0
1249,2023-10-19 08:00:00,1.05335,1.0548,1.05281,1.05355,13268,0,0
1250,2023-10-19 12:00:00,1.05355,1.05796,1.05349,1.05761,15869,1,0
1251,2023-10-19 16:00:00,1.05762,1.06164,1.05557,1.05962,38725,4,0
1252,2023-10-19 20:00:00,1.05962,1.06064,1.05779,1.05814,18416,4,0
1253,2023-10-20 00:00:00,1.05795,1.05861,1.05734,1.05758,4657,1,0
1254,2023-10-20 04:00:00,1.05757,1.05796,1.0568,1.05751,6173,0,0
1255,2023-10-20 08:00:00,1.05751,1.0594999999999999,1.05647,1.05876,13710,0,0
1256,2023-10-20 12:00:00,1.05876,1.05987,1.05649,1.05833,13203,5,0
1257,2023-10-20 16:00:00,1.05834,1.06005,1.05719,1.05891,19470,5,0
1258,2023-10-20 20:00:00,1.05892,1.06033,1.0586,1.05931,8486,1,0
1259,2023-10-23 00:00:00,1.05918,1.05969,1.05838,1.05869,4504,0,0
1260,2023-10-23 04:00:00,1.05868,1.05871,1.05731,1.05762,4854,0,0
1261,2023-10-23 08:00:00,1.05761,1.06105,1.05714,1.06025,13814,1,0
1262,2023-10-23 12:00:00,1.06025,1.06187,1.0590600000000001,1.06097,14881,0,0
1263,2023-10-23 16:00:00,1.06096,1.06647,1.05909,1.06646,19811,2,0
1264,2023-10-23 20:00:00,1.06645,1.06778,1.06596,1.06693,9716,1,0
1265,2023-10-24 00:00:00,1.06686,1.06734,1.06609,1.06721,4693,1,0
1266,2023-10-24 04:00:00,1.06721,1.06868,1.06677,1.06789,6270,0,0
1267,2023-10-24 08:00:00,1.06789,1.06947,1.06439,1.06501,17555,0,0
1268,2023-10-24 12:00:00,1.06497,1.0651,1.06122,1.06158,14720,0,0
1269,2023-10-24 16:00:00,1.06157,1.06243,1.05829,1.05866,24104,0,0
1270,2023-10-24 20:00:00,1.05867,1.05941,1.05844,1.05886,7136,0,0
1271,2023-10-25 00:00:00,1.05895,1.05986,1.05833,1.05924,5438,0,0
1272,2023-10-25 04:00:00,1.05924,1.06063,1.05915,1.0606,7197,0,0
1273,2023-10-25 08:00:00,1.06061,1.06065,1.05782,1.05851,11099,0,0
1274,2023-10-25 12:00:00,1.0585,1.0585,1.05658,1.05748,12773,1,0
1275,2023-10-25 16:00:00,1.05749,1.05955,1.05667,1.05744,23472,1,0
1276,2023-10-25 20:00:00,1.05744,1.05764,1.05653,1.05664,10265,0,0
1277,2023-10-26 00:00:00,1.05668,1.0569,1.05575,1.05595,4294,0,0
1278,2023-10-26 04:00:00,1.05594,1.05612,1.05412,1.05454,6780,0,0
1279,2023-10-26 08:00:00,1.05454,1.05523,1.05328,1.05452,13164,1,0
1280,2023-10-26 12:00:00,1.05452,1.05587,1.05218,1.05586,18964,0,0
1281,2023-10-26 16:00:00,1.05599,1.05603,1.05249,1.05283,22171,2,0
1282,2023-10-26 20:00:00,1.05285,1.05645,1.05281,1.05615,9722,2,0
1283,2023-10-27 00:00:00,1.05564,1.05656,1.05528,1.05577,4275,0,0
1284,2023-10-27 04:00:00,1.05576,1.05676,1.05522,1.0567,4514,0,0
1285,2023-10-27 08:00:00,1.0567,1.05698,1.0552,1.05619,9416,0,0
1286,2023-10-27 12:00:00,1.05619,1.05693,1.05353,1.05559,12422,0,0
1287,2023-10-27 16:00:00,1.05559,1.05969,1.05554,1.0582799999999999,23151,2,0
1288,2023-10-27 20:00:00,1.05829,1.0583,1.05573,1.0564,11756,0,0
1289,2023-10-30 00:00:00,1.05647,1.05668,1.0555,1.05636,5131,0,0
1290,2023-10-30 04:00:00,1.05635,1.05656,1.05582,1.05614,3276,0,0
1291,2023-10-30 08:00:00,1.05615,1.0586,1.0547,1.05823,11226,0,0
1292,2023-10-30 12:00:00,1.05823,1.06148,1.05733,1.06093,15355,0,0
1293,2023-10-30 16:00:00,1.06094,1.0625,1.05908,1.06113,15909,0,0
1294,2023-10-30 20:00:00,1.06114,1.06215,1.06101,1.0614,4522,0,0
1295,2023-10-31 00:00:00,1.0614,1.0617,1.06031,1.06095,5038,1,0
1296,2023-10-31 04:00:00,1.06096,1.06111,1.05904,1.05985,7125,0,0
1297,2023-10-31 08:00:00,1.05985,1.06749,1.05941,1.06684,15562,0,0
1298,2023-10-31 12:00:00,1.06684,1.06704,1.06012,1.06039,23250,2,0
1299,2023-10-31 16:00:00,1.06038,1.06156,1.05575,1.05749,27169,2,0
1300,2023-10-31 20:00:00,1.05749,1.05855,1.05704,1.05752,6260,1,0
1301,2023-11-01 00:00:00,1.05769,1.05804,1.0567,1.05689,5447,0,0
1302,2023-11-01 04:00:00,1.05688,1.05737,1.05651,1.05678,6010,0,0
1303,2023-11-01 08:00:00,1.05678,1.05775,1.05453,1.05491,11271,1,0
1304,2023-11-01 12:00:00,1.05491,1.05574,1.05215,1.05309,19348,0,0
1305,2023-11-01 16:00:00,1.05322,1.05708,1.05274,1.05336,23466,1,0
1306,2023-11-01 20:00:00,1.05337,1.05757,1.05166,1.05687,30573,1,0
1307,2023-11-02 00:00:00,1.05683,1.06019,1.05683,1.05976,7298,3,0
1308,2023-11-02 04:00:00,1.05975,1.0602,1.05932,1.05971,4840,0,0
